datasetKey,sectorKey,alias,action,category,explanation,examples,publisher,size,title,url
21211,10314,Prokop2016,block,wrong higher classification,tortricid Age placed under Aeshnidae,"Age Diakonoff, 1982 [Animalia/Insecta/Odonata/Aeshnidae] vs Diakonoff, 1982 [Animalia/Insecta/Lepidoptera/Tortricidae]",Plazi.org taxonomic treatments database,11,"New Cenozoic dragonflies from the Most Basin and Středohoří Complex volcanic area (Czech Republic, Germany)",https://www.checklistbank.org/dataset/21211
35986,22547,Robinson2011,block,wrong higher classification,plant genus Fleischmannia placed under Colubridae (snakes),Fleischmannia [Animalia/Reptilia/Squamata/Colubridae] vs Sch.Bip. [Plantae/Magnoliopsida/Asterales/Asteraceae],Plazi.org taxonomic treatments database,7,"A New Species of Fleischmannia (Asteraceae, Eupatorieae) from El Salvador",https://www.checklistbank.org/dataset/35986
4394,4712,T2008,block,wrong higher classification,braconid Trachionus placed under Diptera,"Trachionus [Animalia/Insecta/Diptera] vs Haliday, 1833 [Animalia/Insecta/Hymenoptera/Braconidae]",Plazi.org taxonomic treatments database,3,(N 1816) The first record of Trachionus mandibularis EES (Hymenoptera: Alysiinae) Braconidae: in Turkey,https://www.checklistbank.org/dataset/4394
51689,37568,User2015,block,wrong higher classification,testate amoeba Porosia placed under Araceae,"Porosia [Plantae/Liliopsida/Alismatales/Araceae] vs Jung, 1942 [Animalia]",Plazi.org taxonomic treatments database,7,"A New Species from Mountain Forest Soils in Japan: Porosia paracarinata sp. nov., and Taxonomic Concept of the Genus Porosia Jung, 1942",https://www.checklistbank.org/dataset/51689
33206,20247,Zeidler2017,block,wrong higher classification,amphipod Eusceliotes placed under Insecta,"Eusceliotes Stebbing, 1888 [Animalia/Insecta] vs Stebbing, 1888 [Animalia/Malacostraca/Amphipoda/Parascelidae]",Plazi.org taxonomic treatments database,3,"Validation of the replacement name Eusceliotes Stebbing, 1888 for the pelagic hyperiidean amphipod genus Euscelus Claus, 1879 (Crustacea: Amphipoda: Hyperiidea: Parascelidae), preoccupied by Euscelus Schoenherr, 1833 (Insecta: Coleoptera: Attelabidae)",https://www.checklistbank.org/dataset/33206
264537,44527,Zhang2021,block,wrong higher classification,Escherichia placed under Santalaceae,"Escherichia [Plantae/Magnoliopsida/Santalales/Santalaceae] vs Castellani & Chalmers, 1919 (Approved Lists 1980) [Pseudomonadati/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae]",Plazi.org taxonomic treatments database,5,Functional characterization of an Indian sandalwood (Santalum album L.) dual-localized bifunctional nerolidol / linalool synthase gene involved in stress response,https://www.checklistbank.org/dataset/264537
37506,57478,Bernard1953,review,digitisation error,"unknown ant genus Anelus, probably a misspelling","Anelus [Animalia/Insecta/Hymenoptera/Formicidae] vs Cook, 1911 [Animalia/Diplopoda/Allopocockiidae]",Plazi.org taxonomic treatments database,277,La reserve naturelle integrale du Mt Nimba. XI. Hymenopteres Formicidae.,https://www.checklistbank.org/dataset/37506
305538,56938,García2024,review,digitisation error,section Mauritanica of Thesium treated as a genus,"Mauritanica [Plantae/Magnoliopsida/Santalales/Thesiaceae] vs O. Boettger, 1879 [Animalia/Gastropoda]",Plazi.org taxonomic treatments database,206,"A tough nutlet to crack: Resolving the phylogeny of Thesium (Thesiaceae), the largest genus in Santalales",https://www.checklistbank.org/dataset/305538
31367,57434,Gibbs2017,review,digitisation error,misspelt Callopsis (Calliopsis) used as genus,Callopsis [Animalia/Insecta/Hymenoptera/Andrenidae] vs Engl. [Plantae/Liliopsida/Alismatales/Araceae],Plazi.org taxonomic treatments database,734,"The bees of Michigan (Hymenoptera: Apoidea: Anthophila), with notes on distribution, taxonomy, pollination, and natural history",https://www.checklistbank.org/dataset/31367
46049,32125,Tan2014,review,digitisation error,subgenus Gyrostoma (Polistes) treated as a genus,"Gyrostoma [Animalia/Insecta/Hymenoptera/Vespidae] vs Kwietniewski, 1897 [Animalia/Anthozoa/Actiniaria/Actiniidae]",Plazi.org taxonomic treatments database,39,"An illustrated key to the species of subgenus Gyrostoma Kirby, 1828 (Hymenoptera, Vespidae, Polistinae) from China, with discovery of Polistes (Gyrostoma) tenuispunctia Kim, 2001",https://www.checklistbank.org/dataset/46049
39027,57483,DeMoraes2016,review,unclear,"Emeus in Melicharidae, homonym of a nemertean genus","Emeus [Animalia/Arachnida/Mesostigmata/Melicharidae] vs Reichenbach, 1852 [Animalia/Hoplonemertea/Monostilifera/Prostomatidae]",Plazi.org taxonomic treatments database,2197,"Catalogue of the mite families Ascidae Voigts & Oudemans, Blattisociidae Garman and Melicharidae Hirschmann (Acari: Mesostigmata)",https://www.checklistbank.org/dataset/39027
54236,39322,Huang2023,review,unclear,"Chelura in Zygaenidae, homonym of an amphipod genus; unclear whether it is an error","Chelura [Animalia/Insecta/Lepidoptera/Zygaenidae] vs Philippi, 1839 [Animalia/Malacostraca/Amphipoda/Cheluridae]",Plazi.org taxonomic treatments database,27,"A review of the genus Agalope Walker (Lepidoptera, Zygaenidae, Chalcosiinae) with taxonomic notes and descriptions of three new genera and three new species",https://www.checklistbank.org/dataset/54236
296611,48498,Matov2022,review,unclear,"Oligonyx in Noctuidae, homonym of a mantid genus","Oligonyx [Animalia/Insecta/Lepidoptera/Noctuidae] vs Saussure, 1869 [Animalia/Insecta/Mantodea/Thespidae]",Plazi.org taxonomic treatments database,76,"Amphipyra tripartita Butler, 1878 - new species for the fauna of Russia and other Noctuidae (Insecta, Lepidoptera), found in Gamov peninsula in September 2022",https://www.checklistbank.org/dataset/296611
6100,6151,Onody2021,review,unclear,"Allocota Brèthes in Ichneumonidae, homonym of a carabid genus","Allocota [Animalia/Insecta/Hymenoptera/Ichneumonidae] vs Motschulsky, 1860 [Animalia/Insecta/Coleoptera/Carabidae]",Plazi.org taxonomic treatments database,53,"Type specimens of Ichneumonidae (Hymenoptera) described by Brèthes held in the Museo Argentino de Ciencias Naturales “ Bernardino Rivadavia ”, Argentina",https://www.checklistbank.org/dataset/6100
295839,48334,Aydin2022,keep,false positive,article is correct; conflicting homonym sits under Animalia from another source,"Chelonemonas Heiss, Lee, Ishida & Simpson, 2015 [Protozoa/Thecomonadea/Apusomonadida] vs Heiss, Lee, Ishida & Simpson, 2015 [Animalia]",Plazi.org taxonomic treatments database,30,Free-living Heterotrophic Flagellates Lakes in Turkey (Protista) from Two Hypersaline,https://www.checklistbank.org/dataset/295839
8714,8436,Bobrov2021,keep,false positive,article is correct; conflicting homonym sits under Animalia from another source,"Meisterfeldia [Protozoa/Tubulinea/Arcellinida/Cryptodifflugiidae] vs Bobrov, 2016 [Animalia]",Plazi.org taxonomic treatments database,5,Meisterfeldia bitsevi-new testate amoeba of the family Cryptodifflugiidae Jung 1942 (Amoebozoa: Arcellinida) from the tree hollow in the urban park (Moscow Russia) with a key to species of the genus Meisterfeldia,https://www.checklistbank.org/dataset/8714
286841,46544,Dumitrica2019,keep,false positive,article is correct; conflicting homonym sits under Animalia without class from another source,"Excentrococcus Dumitrica, 1978 [Chromista/Polycystina/Spumellaria] vs Dumitrica, 1978 [Animalia]; Excentrodiscus Hollande & Enjumet, 1960 [Chromista/Polycystina/Spumellaria] vs Hollande & Enjumet, 1960 [Animalia]; Trimanicula Dumitrica, 1991 [Chromista/Polycystina/Spumellaria] vs Dumitrica, 1991 [Animalia]",Plazi.org taxonomic treatments database,36,Cenozoic Spumellarian Radiolaria With Eccentric Microsphere,https://www.checklistbank.org/dataset/286841
21387,50797,Grazia2010,keep,false positive,Discocephala is a pentatomid; the conflicting copy under Asilidae is the wrong one,"Discocephala [Animalia/Insecta/Hemiptera/Pentatomidae] vs Laporte, 1832 [Animalia/Insecta/Diptera/Asilidae]",Plazi.org taxonomic treatments database,173,Neotropical Pentatomidae (Insecta: Hemiptera: Heteroptera) of the collection of Massimiliano Spinola preserved in the “ Museo Regionale de Scienze Naturali ” ̡ Turin ̡ Italy,https://www.checklistbank.org/dataset/21387
6418,6438,Kochhann2013,keep,false positive,article is correct; conflicting radiolarian homonyms sit under Animalia from another source,"Mita [Chromista/Polycystina/Nassellaria/Archaeodictyomitridae] vs Pessagno, 1977 [Animalia]; Tholodiscus Petrushevskaya & Kozlova, 1972 [Chromista/Polycystina/Nassellaria/Carpocaniidae] vs Petrushevskaya & Kozlova, 1972 [Animalia]; Botryometra [Chromista/Polycystina/Nassellaria/Archaeodictyomitridae] vs Petrushevskaya, 1975 [Animalia]",Geodiversitas,32,"Late Maastrichtian Radiolaria from ODP Leg 165 - Site 999 B, Colombian Basin",https://www.checklistbank.org/dataset/6418
2887,3413,Shɨshkin2021,keep,false positive,article is correct; conflicting homonym sits under Animalia from another source,"Orodruina Shɨshkin, 2021 [Protozoa/Schizopyrenida/Orodruinidae] vs Shɨshkin, 2021 [Animalia]",Plazi.org taxonomic treatments database,3,"Orodruina nom. n. (gen.) and Orodruinidae nom. n. (fam.) pro Gruberella Page 1983 non Corliss 1960 and Gruberellidae Page & Blanton 1985 (Discoba = Eozoa: Discicristata, Heterolobosea = Percolozoa, incertae sedis), with Orodruina flavescens comb. n. for Gruberella flavescens Page 1983",https://www.checklistbank.org/dataset/2887
33862,20791,Stehlik2011,keep,false positive,Sericocoris is a pyrrhocorid; the conflicting copy under Scarabaeidae is the wrong one,"Sericocoris [Animalia/Insecta/Hemiptera/Pyrrhocoridae] vs Karsch, 1892 [Animalia/Insecta/Coleoptera/Scarabaeidae]",Plazi.org taxonomic treatments database,11,"Schaeferiana (Gaboniella subgen. n.) incompleta sp. n. from Gabon, with notes on its relationships and new records from the Central African Republic (Hemiptera, Heteroptera, Pyrrhocoridae)",https://www.checklistbank.org/dataset/33862
315959,67258,CBenedi2019,keep,legit homonym,Asteraceae genus Maurus,"Maurus [Plantae/Magnoliopsida/Asterales/Asteraceae] vs Bálint, 1991 [Animalia/Insecta/Lepidoptera/Lycaenidae]",Plazi.org taxonomic treatments database,1160,Flora Iberica / Vol. XVI (III): Compositae (partim),https://www.checklistbank.org/dataset/315959
224103,57747,Friis2022,keep,legit homonym,"fossil angiosperm genera (Anacostia, Kempia) are genuine homonyms of insect genera","Anacostia [Plantae/Magnoliopsida/Piperales/Aristolochiaceae] vs Shaffer, 1968 [Animalia/Insecta/Lepidoptera/Pyralidae]; Kempia [Plantae/Magnoliopsida/Piperales/Aristolochiaceae] vs Sukatcheva, 2018 [Animalia/Insecta/Trichoptera/Philopotamidae]",Plazi.org taxonomic treatments database,61,"The Early Cretaceous Mesofossil Flora Of Catefica, Portugal: Angiosperms",https://www.checklistbank.org/dataset/224103
23428,12095,Gadallah2020,keep,legit homonym,pompilid Xenoporus,"Xenoporus [Animalia/Insecta/Hymenoptera/Pompilidae] vs Loomis, 1961 [Animalia/Diplopoda/Pyrgodesmidae]",Plazi.org taxonomic treatments database,164,"Biodiversity of the aculeate wasps (Hymenoptera: Aculeata) of the Arabian Peninsula: Vespoidea, Pompilidae",https://www.checklistbank.org/dataset/23428
5246,58042,Jackson2021,keep,legit homonym,mammal genus correctly placed; homonym is a weevil,"Georynchus [Animalia/Mammalia/Rodentia/Bathyergidae] vs Roelofs, 1866 [Animalia/Insecta/Coleoptera/Curculionidae]",Zoosystema,322,Mammals collected and illustrated by the Baudin Expedition to Australia and Timor (1800 - 1804): A review of the current taxonomy of specimens in the Muséum national d’Histoire naturelle de Paris and the illustrations in the Muséum d’Histoire naturelle du Havre,https://www.checklistbank.org/dataset/5246
278550,45570,Mašán2023,keep,legit homonym,"Hyattella sensu Krantz (mite) vs sponge genus; nomenclatural issue, not placement","Hyattella Lendenfeld, 1888 [Animalia/Arachnida/Mesostigmata] vs Lendenfeld, 1888 [Animalia/Demospongiae/Dictyoceratida/Spongiidae]",Plazi.org taxonomic treatments database,11,"On some blattisociid mites (Acari: Mesostigmata: Lasioseius, Cheiroseius) from Slovakia, with notes on the genus Hyattella sensu Krantz, 1962",https://www.checklistbank.org/dataset/278550
311230,62512,MoraAguilar2023,keep,legit homonym,erotylid Camptocarpus,Camptocarpus [Animalia/Insecta/Coleoptera/Erotylidae] vs Decne. [Plantae/Magnoliopsida/Gentianales/Apocynaceae],Plazi.org taxonomic treatments database,18,"A New Mexican Species of Acropteroxys Gorham, with New Mexican State Records and a Checklist of the Mexican Languriini (Coleoptera: Erotylidae)",https://www.checklistbank.org/dataset/311230
309091,60073,Müller1885,keep,legit homonym,"historical reptile genus Grammatophora, homonym of a diatom",Grammatophora [Animalia/Amphibia] vs Ehrenberg [Chromista/Bacillariophyceae/Striatellales/Striatellaceae],Plazi.org taxonomic treatments database,429,Vierter Nachtrag zum Katalogder herpetologischen Sammlung des Basler Museums,https://www.checklistbank.org/dataset/309091
21797,57364,Notton2014,keep,legit homonym,diapriid Bakeria Dodd,"Bakeria [Animalia/Insecta/Hymenoptera/Diapriidae] vs Moravec & Sey, 1986 [Animalia/Chromadorea/Rhabditida/Molineidae]",European Journal of Taxonomy,464,"A catalogue of the types of Diapriinae (Hymenoptera, Diapriidae) at the Natural History Museum, London",https://www.checklistbank.org/dataset/21797
27492,15466,Scarabino2019,keep,legit homonym,"pycnogonid Atlantis Child, 1982","Atlantis [Animalia/Pycnogonida/Pantopoda/Ascorhynchidae] vs Wollaston, T.V., 1854 [Animalia/Insecta/Coleoptera/Curculionidae]",Plazi.org taxonomic treatments database,48,Pycnogonida (Arthropoda) from Uruguayan waters (Southwest Atlantic): annotated checklist and biogeographic considerations,https://www.checklistbank.org/dataset/27492
92001,53569,Yoo1994,keep,legit homonym,bellerophontid placement Gastropoda vs Monoplacophora is a taxonomic opinion,"Sinuitina Knight, 1945 [Animalia/Gastropoda/Sinuitidae] vs Knight, 1945 [Animalia/Monoplacophora/Sinuitopsida/Sinuitinidae]",Plazi.org taxonomic treatments database,152,"Early Carboniferous Gastropoda from the Tamworth Belt, New South Wales, Australia",https://www.checklistbank.org/dataset/92001
