103	1103	Strepsiptera Database: Global Strepsiptera Database	Strepsiptera Database	Twisted-winged parasites	Kathirithamby J.	Department of Zoology, University of Oxford, UK	jeyaraney.kathirithamby@zoo.ox.ac.uk	May 2017	2017-05-01	Strepsiptera database is a database on Strepsiptera  parasitoïd group. Strepsiptera (commonly known as twisted-winged parasites) is an order of holometabolous insects with twelve families (one fossil genus undescribed as a family), making up about six hundred species so far with several cryptic species to be described. The 1st instar larvae and the short-lived adult males are the only free-living stages (except in the family Mengenillidae). The larval stages and the neotenic females are endoparasites. The hosts include insects such as bees, wasps, leafhoppers, silverfish, cockroaches, grasshoppers, mantids, crickets and fruitflies.	Global
104	1104	Phoronida Database	Phoronida Database	Horseshoe worms	Emig C.C.	BrachNet	Emig C.C.	Feb 2016	2016-02-16	Phoronida Database is a taxonomic database of horseshoe worms species and higher taxon names, including fossil species. Diagnoses and distribution maps of the species and genus are being updated gradually. Exhaustive bibliography is provided. Database is closely related to the web portal http://paleopolis.rediris.es/Phoronida/. Data are contributed to the Catalogue of Life via paleopolis.rediris web portal.	G
105	1105	WoRMS Leptostraca: World List of Leptostraca	WoRMS Leptostraca		Mees J., Walker-Smith G. .	Flanders Marine Institute, Oostende, Belgium; University of Tasmania, School of Zoology, Australia	Mees, J.; Walker-Smith, G. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
106	1106	WoRMS Echinoidea: World Echinoidea Database	WoRMS Echinoidea		Kroh A. & Mooi R. .	Naturhistorische Museum Wien, Austria; California Academy of Sciences, Department of Invertebrate Zoology & Geology, San Francisco, USA	Kroh, A. & Mooi, R. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
107	1107	WoRMS Holothuroidea: World List of Holothuroidea	WoRMS Holothuroidea		Paulay G. .	University of Florida, Florida Museum of Natural History, Gainesville, USA	Paulay, G. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
108	1108	WoRMS Brachyura: World List of marine Brachyura	WoRMS Brachyura		Ng P.K.L. & Davie P. 	National University of Singapore, Faculty of Science, Department of Biological Science, Singapore; Queensland Museum, Centre for Biodiversity, South Brisbane, Australia	Ng, P.K.L. & Davie, P. 	2015-09-01	2015-09-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
109	1109	WoRMS Polycystina: World list of Polycystina (Radiolaria)	WoRMS Polycystina		Lazarus D. .	Museum für naturkunde, Berlin, Germany	Lazarus, D. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
110	1110	WoRMS Tanaidacea: World List of Tanaidacea	WoRMS Tanaidacea		Anderson G., Blazewicz M. .	The University of Southern Mississippi, Department of Biological Sciences, Hattiesburg, USA; University of Lodz, Dept. Invertebrate Zoology & Hydrobiology, Laboratory of Polar Biology and Oceanobiology, Lodz, Poland	Anderson, G.; Blazewicz, M. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
112	1112	WoRMS Hydrozoa: World Hydrozoa database	WoRMS Hydrozoa		Schuchert P. .	Invertebrate department, Natural History Museum of the city of Geneva, Switserland	Schuchert, P. .	2017-08-01	2017-08-01	World Hydrozoa database comes from a list of accumulated taxonomic information assembled over the years from the literature of Wim Vervoort and Peter Schuchert (see Schuchert, 1989). The list of the Siphonophorae was provided by Gill Mapstone who also manages the species of this Order. The number of known hydrozoan species is about 3800, although the status of many nominal species is currently unclear. A considerable number of names also represent synonyms.	NULL
113	1113	CilCat: The World Ciliate Catalog	CilCat	Ciliates	Aescht E.	Oberostereichisches Landesmuseum, Biologiezentrum, Linz, Austria	M Malicky	4.0, Jan 2012	2012-01-16	The phylum embraces heterotrophic species with a heterokaryotic nuclear apparatus, multiple cilia over body, pellicular alveoli, and always an infraciliature (highly developed cortical system with kinetid as central feature). Ciliates play a significant role in food chains and nutrient recycling; most taxa are found free-living in marine or freshwater habitats, while about one third are symbiotic forms, less then 10 percent are possibly endemic in soils or known only as fossils, respectively.	Global
115	1115	ITIS Global: The Integrated Taxonomic Information System	ITIS Global	Wide range of global taxonomic checklists of different taxa	Orrell T. (custodian)	The Integrated Taxonomic Information System (ITIS)	Tom Orrell (custodian), Dave Nicolson (editor)	Jun 2017	2017-06-01	ITIS supplies both global and New World groups to the Catalogue of Life – with emphasis on GSDs. ITIS develops taxonomic coverage of all biota of interest to North America and contains over 855,500 scientific and common names and has either a global or New World treatment of many groups.	Global
117	1117	ChenoBase: Chenopodiaceae GSD	ChenoBase	Goosefoot family	Walter J.	Chenopodiaceae Working Group	Johannes Walter	Jan 2014	2014-01-22	The idea of ChenoBase is to serve as a concise taxonomic backbone for basic as well as applied scientific studies and is to be including all published names of Chenopodiaceae of any rank worldwide. This release has a focus on the Near East (Flora Iranica region). Future releases will also include references to type material and their location of deposit, vernacular names, and geographic distribution. Database development and maintenance has been done at the Austrian Academy of Sciences, the Natural History Museum of Vienna, and the University of Vienna and was partly funded by the European Commission.	Global
118	1118	HymIS: Hymenoptera Information System	HymIS	Crabronids, spider-hunting and rhopalosomatid wasps	Kroupa A.S., Lohrmann V., Pulawski W.J. & Schmid-Egger C.	Museum für Naturkunde - Leibniz Institute for Research on Evolution and Biodiversity, Berlin, Germany	Alexander Kroupa	Sep 2013	2013-09-01	The HymIS database provides the taxonomic backbone for a global information system on bees and wasps. Data for the families Pompilidae or Spider-hunting wasps  (2,981 valid taxa and 5,644 synonyms), the Crabronids or Crabronidae (9,134 valid taxa and 8,866 synonyms) and the Rhopalosomatidae (75 valid taxa and 17 synonyms) are available.	Global
119	1119	FADA Nematomorpha: World checklist of freshwater Nematomorpha species	FADA Nematomorpha	Freshwater hairworms	Schmidt-Rhaesa A.	Zoological Museum, University Hamburg, Germany	A Schmidt-Rhaesa	Dec 2010	2010-12-11	The checklist includes a list of all currently known and accepted species of freshwater hairworms (Nematomorpha), assembled in the Freshwater Animal Diversity Assessment (FADA) project. Nematomorpha are parasites of terrestrial (in few cases aquatic) insects. For sexual reproduction, they leave their host by driving it into water and emerging there. Five species are marine, 356 species live in freshwater. Horsehair worms are found in many different aquatic habitats throughout the world.	Global
120	1120	FADA Ephemeroptera: World checklist of freshwater Ephemeroptera species	FADA Ephemeroptera	Mayflies	Barber-James H., Sartori M., Gattolliat J.-L. &  Webb J.	Freshwater Animal Diversity Assessment project (FADA)	 H. Barber-James, M. Sartori ,  J.L. Gattolliat &  J. Webb	Feb 2013	2013-02-07	The checklist is supplied for the Catalogue of Life by FADA project. FADA, the Freshwater Animal Diversity Assessment is an informal network of scientists specialized in freshwater biodiversity. Barber-James, H., Sartori, M., Gattolliat, J-L. and J. Webb, 2013 Jan 21, World checklist of freshwater Ephemeroptera species. World Wide Web electronic publication. Available online at http://fada.biodiversity.be/group/show/35 [date accessed].	Global
121	1121	Catalogue of Life China	CoL China	Various taxa from China	Ma K., Ji L., Qin H., Liu J.Y., Yao Y., Lin C., Yan H., Wang L., Qiao H. & Li R. (eds)	The Biodiversity Committee of Chinese Academy of Sciences (BC-CAS), Beijing, China	K Ma,L Ji,H Q,Ruiyu Liu (J. Y. Liu),Y Yao, C Lin,HY Lisong Wang, H Qiao & R Li	2012	2012-10-20	The Catalogue of Life China aims to collect basic information on all species occur in China including plants, animals, microorganisms and viruses. The CoL China is available online at www.sp2000.cn and as an annual CD edition. The Catalogue of Life China contributes batch of species from animalian classes Crinoidea, Bivalvia, Gastropoda, Adenophorea, Polychaeta, Malacostraca, Maxillopoda and Insecta (order Coleoptera); from plant phyla Bryophyta, Pteridophyta & Magnoliophyta; from chromistan phylum Labyrinthista and protozoan class Acantharia to fill temporarily gaps in global Catalogue of Life at lower levels of the taxonomic classification (e.g. species, genera).	Regional (China)
122	1122	WoRMS Gastrotricha: World Gastrotricha Database	WoRMS Gastrotricha		Todaro A., d'Hondt J-L. & Hummon W. .	Università degli Studi di Modena e Reggio Emilia, Modena, Italy	Todaro, A.; d'Hondt, J-L. & Hummon, W. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
123	1123	WoRMS Placozoa: World Placozoa Database	WoRMS Placozoa		Schierwater B., Eitel M., DeSalle R. .	School of veterinary medicine Hannover; Institute of Animal Ecology and Cell Biology, Germany; University of Hong Kong, The Swire Institute of Marine Science, Hong Kong	Schierwater, B.; Eitel, M.; DeSalle, R. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
124	1124	WoRMS Priapulida: World list of Priapulida	WoRMS Priapulida		Neuhaus B. .	Museum für Naturkunde, Berlin, Germany	Neuhaus, B. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
125	1125	WoRMS Gnathostomulida: World list of Gnathostomulida	WoRMS Gnathostomulida		Sterrer W. .	Bermuda Natural History Museum, Bermudas	Sterrer, W. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	NULL
126	1126	WoRMS Monogenea: World list of Monogenea	WoRMS Monogenea		Gibson D., Bray R. .	Department of Zoology, Natural History Museum, London, UK	Gibson, D.; Bray, R. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
127	1127	WoRMS Cestoda: World list of Cestoda	WoRMS Cestoda	Tapeworms	Bray R. & Tyler S. .	Department of Zoology, Natural History Museum, London, UK	Bray, R. & Tyler, S. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
128	1128	WoRMS Trematoda: World list of Trematoda	WoRMS Trematoda		Cribb T. & Gibson D. .	University of Queensland, Centre for Marine Studies, Brisbane, Australia; Department of Zoology, Natural History Museum, London, UK	Cribb, T. & Gibson, D. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
129	1129	WoRMS Myxozoa: World list of Myxozoa	WoRMS Myxozoa	Myxozoans	Adlard R., Feist S. & Longshaw M. 	Queensland Museum, Centre for Biodiversity, Australia; Centre for Environment, Fisheries and Aquaculture Science (CEFAS), Weymouth-Dorset, UK	Adlard, R.; Feist, S. & Longshaw, M. 	Feb 2013	2013-02-04	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
130	1130	WoRMS Mollusca: MolluscaBase (2017)	WoRMS Mollusca	Marine molluscs		Muséum National d'Histoire Naturelle, Paris, France; University of Málaga, Departamento de Biología Animal, Malaga, Spain; Academy of Natural Sciences, Pennsylvania, USA		2017-08-01	2017-08-01	This global species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
131	1131	WoRMS Octocorallia: World list of Octocorallia	WoRMS Octocorallia	Soft corals, blue coral, sea pens and gorgonians	Hoeksema B. .	Netherlands Centre for Biodiversity Naturalis, Leiden, Netherlands	Hoeksema, B. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
132	1132	WoRMS Chaetognatha: World list of Chaetognatha	WoRMS Chaetognatha	Arrow worms	Thuesen E.V. & Pierrot-Bults A. .	The Evergreen State College  Olympia, Washington, USA	Thuesen, E.V. & Pierrot-Bults, A. .	2017-08-01	2017-08-01	The checklist constitutes a list of all currently known and accepted species of arrow worms (Chaetognatha). Chaetognaths are small marine predators, many of which are planktonic. Arrow worms are found throughout Earth's oceans, including the open ocean, tide pools, polar waters, marine caves, coastal lagoons, and the deep sea. This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
133	1133	PsocodeaSF: Psocodea Species File	PsocodeaSF	Bark lices & parasitic lices	Johnson K.P., Smith V.S. & Eades D.C.	Illinois Natural History Survey, Champaign IL, USA; The Natural History Museum, London, UK	Kevin Johnson	5.0, Jun 2017	2017-06-06	The Psocodea Species File is a taxonomic database that includes data for Psocoptera and Phthiraptera. Data includes synonymies and citations for all recognized species. Parasitic lice are embedded within bark lice, and thus the single order Psocodea is recognized for both groups. The database currently contains data from "Psocoptera (Insecta): World Catalogue and Bibliography" by Lienhard and Smithers 2002. Updates for Psocoptera are in the process of being added. Data from major Phthiraptera catalogs will be added at a later date, together with host associations. When completed this database will house data from over 10,000 valid species and associated data.	Global
134	1134	CoreoideaSF: Coreoidea Species File	CoreoideaSF	Leatherbugs	CoreoideaSF Team	The Natural History Museum, London, UK	M Webb	5.0, Jun 2017	2017-06-06	The Coreoidea Species File website and database contains  taxonomic and other information about all the leatherbugs of the world. It is under  continual development  as more specimen data and images are added; presently, most names are included. A companion catalogue of the World Coreidae and Alydidae with more complete bibliographic references has been submitted to Zootaxa for publication.	Global
135	1135	FADA Turbellaria: World checklist of freshwater Turbellaria species	FADA Turbellaria	Planarians	Artois T., Schockaert E. & Tyler S.	Freshwater Animal Diversity Assessment project (FADA)	T. Artois, E. Schockaert & S. Tyler	Feb 2013	2013-02-07	The checklist is supplied for the Catalogue of Life by FADA project. FADA, the Freshwater Animal Diversity Assessment is an informal network of scientists specialized in freshwater biodiversity. FADA contributes freshwater taxa in the CoL proto-GSD. Artois, T., Schockaert, E. and S. Tyler, 2013 Feb 2, World checklist of freshwater Turbellaria. World Wide Web electronic publication. Available online at http://fada.biodiversity.be/group/show/3 [date accessed].	Global
138	1138	FADA Cladocera: World checklist of freshwater Cladocera species	FADA Cladocera	Water fleas	Kotov A., Forró L., Korovchinsky N.M., Petrusek A.	Freshwater Animal Diversity Assessment project (FADA)	A. Kotov,L.  Forró, N.M. Korovchinsky , A. Petrusek	Jan 2013	2013-01-25	The checklist is supplied for the Catalogue of Life by FADA project. FADA, the Freshwater Animal Diversity Assessment is an informal network of scientists specialized in freshwater biodiversity. FADA contributes freshwater taxa in the CoL proto-GSD. Kotov, A., Forró, L., Korovchinsky, N.M. and A. Petrusek, 2013 Jan 25, World checklist of freshwater Cladocera species. World Wide Web electronic publication. Available online at http://fada.biodiversity.be/group/show/17 [date accessed]	Global
139	1139	FADA Halacaridae: World checklist of freshwater Halacaridae species	FADA Halacaridae	Aquatic mites	Bartsch I.	Freshwater Animal Diversity Assessment project (FADA)	I. Bartsch	Jan 2013	2013-01-21	The checklist is supplied for the Catalogue of Life by FADA project. FADA, the Freshwater Animal Diversity Assessment is an informal network of scientists specialized in freshwater biodiversity. FADA contributes freshwater taxa in the CoL proto-GSD. Bartsh, I., 2013 Jan 21, World checklist of freshwater Halacaridae species. World Wide Web electronic publication. Available online at http://fada.biodiversity.be/group/show/32 [date accessed]	NULL
140	1140	World Ferns: Checklist of Ferns and Lycophytes of the World	World Ferns	Ferns and fern-allies	Hassler M.	Individual custodian in cooperation with the Botanical Garden of the Karlsruhe Institute of Technology, Karlsruhe, Germany	Hassler M.	Aug 2017	2017-08-02	WorldFerns and WorldPlants are synonymic checklists of the vascular plants of the world (including ferns and lycophytes). The data set has been compiled over the last 20 years by starting from the basic data of the Kew Index and the Index Filicum. These names (roughly 1 million) have been cross-checked against local floras, checklists and treatments. In the current status about 90% of the species names have been verified, and distribution data are available for about 80% of the countries (incomplete only for parts of tropical Africa and Brazil).	Global
141	1141	World Plants: Synonymic Checklists of the Vascular Plants of the World	World Plants	293 families of flowering plants	Hassler M.	Individual custodian in cooperation with the Botanical Garden of the Karlsruhe Institute of Technology, Karlsruhe, Germany	Michael Hassler 	May 2017	2017-05-02	WorldPlants and WorldFerns are synonymic checklists of the vascular plants of the world (including ferns and lycophytes). The data set has been compiled over the last 20 years by starting from the basic data of the Kew Index and the Index Filicum. These names (roughly 1 million) have been cross-checked against local floras, checklists and treatments. In the current status about 90% of the species names have been verified, and distribution data are available for about 90% of the countries (incomplete only for some groups in Mexico, Thailand, India, Indonesia and some smaller countries). Magnus Lid&eacute;n (Uppsala University, Sweden) has revised a checklist of subfamily Fumarioideae (Papaveraceae) in this release of World Plants.	Global
142	1142	The White-Files: Taxonomic checklist of the world’s whiteflies (Insecta: Hemiptera: Aleyrodidae)	The White-Files	Whiteflies	Ouvrard D. & Martin J.H.	Natural History Museum, London, UK; Muséum National d'Histoire Naturelle, Paris, France; Université Pierre et Marie Curie, Paris, France	ouvrard@mnhn.fr	May 2017	2017-05-01	Taxonomic checklist of the world's whiteflies (Insecta: Hemiptera: Aleyrodidae)	Global
143	1143	Tessaratomidae Database: Illustrated catalog of Tessaratomidae	Tessaratomidae Database	Tessaratomids	Magnien P.	Muséum National d'Histoire Naturelle, Paris, France	NULL	May 2017	2017-05-01	The objective of this database is to build an illustrated catalogue of the world Tessaratomidae. It will take some time, as the author has not seen all species in this family, not yet photographed all the bugs he has seen, and more is not sure, for half of them, of the species they belong to. It will evolve with the knowledge of the author, so any contribution is welcome (bugs, pictures, identification).	Global
144	1144	Lace Bugs Database (Hemiptera: Tingidae)	Lace Bugs Database	Lace bugs	Guilbert E.	Muséum National d'Histoire Naturelle, Paris, France	NULL	May 2017	2017-05-01	A database of all the species described in Tingidae family (Insecta: Heteroptera) with references, distribution and pictures.	Global
146	1146	CarabCat: Global database of ground beetles	CarabCat	Ground beetles	Lorenz W.	Faunaplan (Büro & Verlag für Faunistik und Umweltplanung), Tutzing, Germany	Lorenz W.	Sep 2013	2013-09-25	CarabCat is a global database of ground beetles (Coleoptera Carabidae, sensu lato) developed by W.Lorenz, Faunaplan, based on the second printed edition of 'Nomina Carabidarum' (Lorenz 2005a) and including updates.	Global
148	1148	Microsporidia: Unicellular spore-forming protozoan parasites	Microsporidia	Microsporidians	Kirk P.M.	Royal Botanic Gardens Kew, Richmond, Surrey, UK	Dr Paul M. Kirk	Nov 2015	2015-11-22	NULL	Global
149	1149	WoRMS Orthonectida: World list of Orthonectida	WoRMS Orthonectida	Orthonectids				2017-08-01	2017-08-01		Global
150	1150	WoRMS Rhombozoa: World list of Rhombozoa	WoRMS Rhombozoa	Rhombozoans				2017-08-01	2017-08-01		Global
152	1152	WoRMS Merostomata: World list of Merostomata	WoRMS Merostomata	Horseshoe crabs	Boxshall G. .	Natural History Museum London	Boxshall, G. .	2017-08-01	2017-08-01	This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).	Global
153	1153	WoRMS Kinorhyncha: World list of Kinorhyncha	WoRMS Kinorhyncha	Mud dragons	Neuhaus B. .	Museum für Naturkunde  Leibniz Institute for Research on Evolution and Biodiversity	Neuhaus, B. .	2017-08-01	2017-08-01	Kinorhyncha (= Echinodera) is a taxon of marine animals ranging in size from 0.13-1.04 mm body length. The animals live in muddy to sandy sediments or appear on algae and invertebrates from the intertidal zone to the deep sea. Kinorhyncha feeds on bacteria, algae, diatoms, and detritus. Some 200+ species have been described  based on descriptions from adult stages plus 50 species based on the description from juvenile stages. Species known only from juvenile stages are generally regarded as nomina dubia, but names are available and valid according to the International Code of Zoological Nomenclature. The species are grouped in two subtaxa, namely Cyclorhagida and Homalorhagida. Further subdivision is in 22 genera using as distinguishing characters a) habitus, b) arrangement, shape and surface structure of cuticular plates, c) size, shape and arrangement of inner and outer oral styles as well as of scalids, and d) size, shape and distribution of spines, sensory spots, gland cell outlets and papillae.	Global
154	1154	WoRMS Cephalochordata: World list of Cephalochordata	WoRMS Cephalochordata	Lancelets	Nishikawa T. .		Nishikawa, T. .	2017-08-01	2017-08-01	The list now includes 31 valid species and 21 junior synonyms.    However, future molecular studies will reveal many cryptic species, some   of which will recover the presently invalidated junior synonyms.	Global
155	1155	WoRMS Acoelomorpha: World list of Acoelomorpha	WoRMS Acoelomorpha		Tyler S., Artois T. .	University of Maine	Tyler, S.; Artois, T. .	2017-08-01	2017-08-01	Small ciliated worms known as acoels and nemertodermatids comprise the Acoelomorpha. Their position among other bilaterian animals is not clear, but a recent genomic study (Phillipe et al., 2011) placed them within the Deuterostomia, in a phylum Xenacoelomorpha that includes also the enigmatic sack-like animal Xenoturbella). Xenacoelomorpha is placed as sister group to the Ambulacraria (Echinodermata + Hemichordata). Earlier proposals that Acoelomorpha was the most primitive bilaterian group are likely to be a result of a statistical error known as long-branch attraction.   Relationships of species within the Acoelomorpha are no less certain. Their relatively simple morphology offers few characters to determine relationships and still too few of them have been examined for significant molecular-sequence data. Especially the smaller and probably more primitive species living in sediments are little studied; more is known of the more derived and larger acoels such as the convolutids. The current framework from molecular-sequence data, reflected in the hierarchy shown in this database, comes from Jondelius et al. (2011)	Global
156	1156	3i Cicadoidea: 3i interactive keys and taxonomic databases, superfamily Cicadoidea	3i Cicadoidea	Cicadas	Sanborn A. & Dmitriev D.	Barry University, Miami Shores FL, USA; Illinois Natural History Survey, Champaign IL, USA	Dmitry Dmitriev	Jan 2017	2017-01-09	The checklist was generated from the 3i database which provides information on all species, including descriptive, distributional and host plant data, and literature references. 3i (Internet-accessible Interactive Identification) is a set of software tools for creating on-line identification keys, taxonomic databases, and virtual taxonomic revisions.	Global
157	1157	WoRMS Foraminifera: World Foraminifera Database	WoRMS Foraminifera	Foraminifers	Hayward B.W., Le Coze F., Gross O. .	World Register of Marine Species	Hayward, B.W.; Le Coze, F.; Gross, O. .	2017-08-01	2017-08-01	This World Database of all species of Foraminifera ever described, is part of the World Register of Marine Species (WoRMS), a global initiative to provide a register of all marine organisms.  Foraminifera (‘hole bearers’) or forams for short, are a large phylum of amoeboid protozoans (single celled) with reticulating pseudopods, fine strands of cytoplasm that branch and merge to form a dynamic net. They usually produce a test (or shell) which can have one or more chambers, and are made of calcium carbonate (CaCO3) or mineral grains or other particles glued together. The tests are usually less than 0.5 mm in size, but the largest can be up to 20 cm across. Foraminifera are among the most abundant and scientifically important groups of marine organisms. The tests of recently dead planktic foraminifera are so abundant that they form a thick blanket over one third of the surface of the Earth (as Globigerina ooze on the ocean floor). Foraminifera are essentially marine- and estuarine-dwelling protozoans living in all environments from the greatest depths right up to highest astronomical tide level and from the equator to the poles.    The importance of foraminifera comes from the use of their fossil tests in biostratigraphy, paleoenvironmental studies, and isotope geochemistry. Their ubiquity in most marine sedimentary rocks, often as large, well-preserved, diverse assemblages, has resulted in their being the most studied group of fossils worldwide. Because modern foraminifera have attracted little interest from biologists, paleontologists have been forced to undertake most studies, including genetic research, on the living fauna.  This site has the following aims:      to provide a catalogue of the world's foraminiferal species      to promote stability in foraminiferal nomenclature      to act as a tool for higher taxonomic revisions and regional monographs	Global
158	1158	DermapteraSF: Dermaptera Species File	DermapteraSF	Earwigs	Hopkins H., Maehr M.D., Haas F. & Deem L.S.	Illinois Natural History Survey, Champaign IL, USA	Heidi Hopkins	5.0, Jun 2017	2017-06-06	The Dermaptera Species File website and database contain taxonomic information about earwigs.	Global
159	1159	FADA Copepoda: World checklist of freshwater Copepoda species	FADA Copepoda	Copepods	Boxshall G.A. & Defaye D.	Natural History Museum, London, UK; Museum National d’Histoire Naturelle, Paris, France.	NULL	Aug 2009	2009-08-24	The checklist is supplied for the Catalogue of Life by FADA project. FADA, the Freshwater Animal Diversity Assessment is an informal network of scientists specialized in freshwater biodiversity. FADA contributes freshwater taxa in the CoL proto-GSD.	Global
161	1161	Brentids: Brentidae of the World	Brentids	Straight-snouted weevils	Sforzi A., Bartolozzi L. (eds); Cianferoni F. & Zinetti F. (data managers)	Natural History Museum of the University of Florence, Italy	Luca Bartolozzi	May 2017	2017-05-01	A database of all the species described in the family Brentidae sensu stricto (Insecta: Coleoptera). Brentids database replaced WTaxa Brentidae family in the CoL.	Global
162	1162	WWW: World Wide Wattle	WWW	Wattles, thorntrees, acacias	Maslin B.	Western Australian Herbarium, Perth, Australia	Bruce Maslin	2.0, Dec 2015	2015-12-22	Includes all currently accepted names in Acacia s.l. together with commonly used synonyms (mostly basionyms). Full synonymy is not included yet. Distribution information is provided, but apart from Australia, these data are of a general nature.	Global
163	1163	The World List of Cycads, online edition	The World List of Cycads	Cycads	Calonje M., Stanberg L. & Stevenson D. (eds)	IUCN / SSC Cycad Specialist Group, Montgomery Botanical Center, Coral Gables, FL, USA; New York Botanical Garden, Bronx NY, USA; Royal Botanic Gardens, Sydney, New South Wales, Australia.	Michael Calonje	Jun 2015	2015-06-04	The World List of Cycads is a working list of known cycad species names with the primary goal of providing reliable information on the taxonomy of cycads for use by researchers, conservation planners, and others. It is developed in close collaboration with world's foremost cycad experts and published under the auspices of the IUCN's Cycad Specialist Group. The printed edition is published in the proceedings of the International Conference of Cycad Biology, which is held every three years.	Global
164	1164	The Scorpion Files	The Scorpion Files	Scorpions	Rein J.O. (ed)	Medicine and Health Library, Norwegian University of Science & Technology, Trondheim, Norway	Jan Ove Rein	Jun 2015	2015-06-29	The intention of The Scorpion Files is to present an updated list of all extant scorpion species and the current situation in scorpion taxonomy. The Scorpion Files' family and species lists reflect the most recent published works, and not necessarily which system the editor believes is correct. The list does not contain synonymy yet. Data have been harvested by Eli Agbayani (Encyclopedia of Life) from the original website.	Global
165	1165	Fauna Europaea, subphylum Turbellaria (Platyhelminthes)	FaEu Turbellaria	Turbellarians	Noreña C. & Faubel A.	Museo Nacional de Ciencias Naturales, Madrid, Spain	NULL	2.6.2, Aug 2013	2014-07-14	Experts of the Fauna Europaea project taxonomy have provided data of all species currently known in Europe. Fauna Europaea contributed data in the CoL proto-GSD for Platyhelminthes.	Regional (Europe)
